pip_dk;pip_dscr_novo;nucleo;familia;area_atuacao;ano;acervo_ip;acervo_pic
29933502;1ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2012;540;0
29933521;2ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2012;327;0
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2012;824;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2012;897;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2012;305;0
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2012;679;1
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2012;469;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2012;273;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2012;382;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2012;694;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2012;630;0
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2012;362;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2012;429;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2012;1182;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2012;750;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2012;531;1
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2012;192;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2012;401;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2012;685;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2012;778;0
30070783;1ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2013;112;0
30070806;2ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2013;65;0
30069167;1ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2013;250;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2013;541;1
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2013;284;1
30069490;4ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2013;331;7
30069516;5ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2013;64;0
30069669;1ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2013;142;0
30069693;2ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2013;242;0
30069732;3ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2013;899;0
30070041;4ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2013;122;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2013;179;0
30069601;2ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2013;469;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2013;209;0
6115386;PIP - Barra Mansa;Interior;Interior;Barra Mansa;2013;378;1
5679985;PIP - Cabo Frio;Interior;Interior;Cabo Frio;2013;491;1
400731;2ª PIP - Campos;Interior;Interior;Campos;2013;1385;10
400758;1ª PIP - Campos;Interior;Interior;Campos;2013;1243;8
7419262;PIP - Itaboraí;Interior;Interior;Itaboraí;2013;923;1
7419344;PIP - Itaguaí;Interior;Interior;Itaguaí;2013;214;16
1249804;PIP - Macaé;Interior;Interior;Macaé;2013;1279;3
300987;PIP - Nova Friburgo;Interior;Interior;Nova Friburgo;2013;704;0
400736;PIP - Petrópolis;Interior;Interior;Petrópolis;2013;261;2
300977;PIP - Volta Redonda;Interior;Interior;Volta Redonda;2013;708;0
29941368;1ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2013;59;2
30061803;2ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2013;170;0
30034384;1ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2013;439;0
30061094;2ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2013;615;0
30061624;1ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2013;521;0
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2013;650;6
30061723;3ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2013;663;0
30061329;PIP - VD Niterói;Niterói/São Gonçalo;Violência contra mulher;Área Niterói;2013;145;0
30034671;PIP - VD São Gonçalo;Niterói/São Gonçalo;Violência contra mulher;Área São Gonçalo;2013;198;0
29941099;1ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2013;628;0
29941140;2ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2013;285;0
29941222;3ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2013;495;0
29941251;4ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2013;187;1
29934004;1ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2013;927;2
29934012;2ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2013;641;0
29934277;3ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2013;1106;0
29926583;1ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2013;591;0
29926616;2ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2013;426;0
29926805;1ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2013;496;0
29927047;2ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2013;508;2
29933374;3ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2013;291;0
29933502;1ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2013;453;0
29933521;2ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2013;278;0
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2013;1010;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2013;946;1
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2013;447;0
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2013;680;0
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2013;445;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2013;372;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2013;513;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2013;583;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2013;830;2
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2013;326;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2013;486;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2013;1264;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2013;906;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2013;639;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2013;154;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2013;465;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2013;966;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2013;737;0
30070783;1ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2014;119;0
30070806;2ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2014;134;0
30069167;1ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2014;22;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2014;553;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2014;135;0
30069490;4ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2014;67;0
30069516;5ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2014;36;0
30069669;1ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2014;131;0
30069693;2ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2014;364;0
30069732;3ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2014;903;1
30070041;4ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2014;108;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2014;67;1
30069601;2ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2014;322;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2014;280;0
6115386;PIP - Barra Mansa;Interior;Interior;Barra Mansa;2014;397;1
5679985;PIP - Cabo Frio;Interior;Interior;Cabo Frio;2014;701;3
400731;2ª PIP - Campos;Interior;Interior;Campos;2014;1403;17
400758;1ª PIP - Campos;Interior;Interior;Campos;2014;1382;16
7419262;PIP - Itaboraí;Interior;Interior;Itaboraí;2014;1529;0
7419344;PIP - Itaguaí;Interior;Interior;Itaguaí;2014;194;3
1249804;PIP - Macaé;Interior;Interior;Macaé;2014;1267;1
300987;PIP - Nova Friburgo;Interior;Interior;Nova Friburgo;2014;545;0
400736;PIP - Petrópolis;Interior;Interior;Petrópolis;2014;242;3
300977;PIP - Volta Redonda;Interior;Interior;Volta Redonda;2014;674;0
29941368;1ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2014;98;0
30061803;2ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2014;353;0
30034384;1ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2014;672;0
30061094;2ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2014;684;0
30061624;1ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2014;741;0
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2014;686;1
30061723;3ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2014;939;0
30061329;PIP - VD Niterói;Niterói/São Gonçalo;Violência contra mulher;Área Niterói;2014;56;0
30034671;PIP - VD São Gonçalo;Niterói/São Gonçalo;Violência contra mulher;Área São Gonçalo;2014;83;0
29941099;1ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2014;814;0
29941140;2ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2014;290;0
29941222;3ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2014;446;0
29941251;4ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2014;191;0
29934004;1ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2014;927;0
29934012;2ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2014;882;0
29934277;3ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2014;1057;0
29926583;1ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2014;668;1
29926616;2ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2014;446;0
29926805;1ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2014;416;1
29927047;2ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2014;548;1
29933374;3ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2014;470;0
29933502;1ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2014;605;0
29933521;2ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2014;270;0
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2014;847;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2014;1181;0
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2014;516;0
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2014;742;0
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2014;420;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2014;627;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2014;496;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2014;807;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2014;512;0
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2014;480;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2014;538;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2014;949;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2014;873;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2014;575;1
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2014;157;1
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2014;565;0
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2014;884;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2014;777;0
30070783;1ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2015;186;0
30070806;2ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2015;192;0
30069167;1ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2015;20;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2015;144;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2015;113;0
30069490;4ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2015;93;0
30069516;5ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2015;41;0
30069669;1ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2015;94;0
30069693;2ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2015;252;0
30069732;3ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2015;497;0
30070041;4ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2015;137;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2015;47;0
30069601;2ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2015;271;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2015;379;0
6115386;PIP - Barra Mansa;Interior;Interior;Barra Mansa;2015;406;0
5679985;PIP - Cabo Frio;Interior;Interior;Cabo Frio;2015;517;5
400731;2ª PIP - Campos;Interior;Interior;Campos;2015;1116;4
400758;1ª PIP - Campos;Interior;Interior;Campos;2015;1372;0
7419262;PIP - Itaboraí;Interior;Interior;Itaboraí;2015;980;0
7419344;PIP - Itaguaí;Interior;Interior;Itaguaí;2015;192;1
1249804;PIP - Macaé;Interior;Interior;Macaé;2015;607;3
300987;PIP - Nova Friburgo;Interior;Interior;Nova Friburgo;2015;394;0
400736;PIP - Petrópolis;Interior;Interior;Petrópolis;2015;288;0
300977;PIP - Volta Redonda;Interior;Interior;Volta Redonda;2015;667;1
29941368;1ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2015;165;0
30061803;2ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2015;476;0
30034384;1ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2015;529;1
30061094;2ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2015;624;0
30061624;1ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2015;927;0
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2015;657;2
30061723;3ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2015;544;0
30061329;PIP - VD Niterói;Niterói/São Gonçalo;Violência contra mulher;Área Niterói;2015;41;0
30034671;PIP - VD São Gonçalo;Niterói/São Gonçalo;Violência contra mulher;Área São Gonçalo;2015;19;0
29941099;1ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2015;552;0
29941140;2ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2015;369;0
29941222;3ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2015;381;0
29941251;4ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2015;184;2
29934004;1ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2015;655;0
29934012;2ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2015;636;1
29934277;3ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2015;695;0
29926583;1ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2015;648;1
29926616;2ª PIP - Botafogo/Copacabana;Rio de Janeiro;Territorial;Botafogo/Copacabana;2015;580;0
29926805;1ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2015;1170;0
29927047;2ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2015;549;0
29933374;3ª PIP - Centro/Zona Portuária;Rio de Janeiro;Territorial;Centro/Zona Portuária;2015;440;0
29933502;1ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2015;643;0
29933521;2ª PIP - Ilha/Bonsucesso;Rio de Janeiro;Territorial;Ilha/Bonsucesso;2015;194;0
29933955;1ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2015;753;0
29933967;2ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2015;736;1
29933988;3ª PIP - Madureira/Jacarepaguá;Rio de Janeiro;Territorial;Madureira/Jacarepaguá;2015;317;0
29933418;1ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2015;516;1
29933469;2ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2015;350;0
29933470;3ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2015;418;0
29933490;4ª PIP - Méier/Tijuca;Rio de Janeiro;Territorial;Méier/Tijuca;2015;590;0
29933590;1ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2015;555;0
29933830;2ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2015;446;0
29933850;3ª PIP - Penha/Irajá;Rio de Janeiro;Territorial;Penha/Irajá;2015;259;0
29934363;1ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2015;567;0
29934376;2ª PIP - Santa Cruz;Rio de Janeiro;Territorial;Santa Cruz;2015;377;0
29934303;1ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2015;908;0
29934337;2ª PIP - Zona Sul/Barra;Rio de Janeiro;Territorial;Zona Sul/Barra;2015;473;0
29941061;1ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2015;108;0
29941071;2ª PIP - VD Centro;Rio de Janeiro;Violência contra mulher;Área Centro;2015;509;1
29934401;1ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2015;776;0
29934732;2ª PIP - VD Oeste/Jacarepaguá;Rio de Janeiro;Violência contra mulher;Área Oeste/Jacarepaguá;2015;821;0
30070783;1ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2016;622;0
30070806;2ª PIP - Especializada Duque de Caxias/Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Especializada;D. Caxias/N. Iguaçu;2016;190;0
30069167;1ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;38;0
30069433;2ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;71;0
30069453;3ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;102;0
30069490;4ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;88;0
30069516;5ª PIP - Duque de Caxias;Duque de Caxias/Nova Iguaçu;Territorial;Duque de Caxias;2016;154;0
30069669;1ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2016;208;0
30069693;2ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2016;321;0
30069732;3ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2016;721;0
30070041;4ª PIP - Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Territorial;Nova Iguaçu;2016;149;0
30034664;1ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;101;0
30069601;2ª PIP - VD Duque de Caxias;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Duque de Caxias;2016;639;0
29941322;PIP - VD Nova Iguaçu;Duque de Caxias/Nova Iguaçu;Violência contra mulher;Área Nova Iguaçu;2016;668;0
6115386;PIP - Barra Mansa;Interior;Interior;Barra Mansa;2016;436;0
5679985;PIP - Cabo Frio;Interior;Interior;Cabo Frio;2016;269;2
400731;2ª PIP - Campos;Interior;Interior;Campos;2016;822;4
400758;1ª PIP - Campos;Interior;Interior;Campos;2016;630;3
7419262;PIP - Itaboraí;Interior;Interior;Itaboraí;2016;1192;0
7419344;PIP - Itaguaí;Interior;Interior;Itaguaí;2016;196;6
1249804;PIP - Macaé;Interior;Interior;Macaé;2016;1073;2
300987;PIP - Nova Friburgo;Interior;Interior;Nova Friburgo;2016;286;2
400736;PIP - Petrópolis;Interior;Interior;Petrópolis;2016;340;0
300977;PIP - Volta Redonda;Interior;Interior;Volta Redonda;2016;1093;0
29941368;1ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2016;188;1
30061803;2ª PIP - Especializada Niterói/São Gonçalo;Niterói/São Gonçalo;Especializada;Niterói/São Gonçalo;2016;519;0
30034384;1ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2016;659;0
30061094;2ª PIP - Niterói;Niterói/São Gonçalo;Territorial;Niterói;2016;662;0
30061624;1ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;645;0
30061694;2ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;661;2
30061723;3ª PIP - São Gonçalo;Niterói/São Gonçalo;Territorial;São Gonçalo;2016;1088;0
30061329;PIP - VD Niterói;Niterói/São Gonçalo;Violência contra mulher;Área Niterói;2016;33;0
30034671;PIP - VD São Gonçalo;Niterói/São Gonçalo;Violência contra mulher;Área São Gonçalo;2016;15;0
29941099;1ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2016;773;0
29941140;2ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2016;471;0
29941222;3ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2016;453;0
29941251;4ª PIP - Especializada Rio de Janeiro;Rio de Janeiro;Especializada;Rio de Janeiro;2016;294;4
29934004;1ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2016;720;1
29934012;2ª PIP - Bangu/Campo Grande;Rio de Janeiro;Territorial;Bangu/Campo Grande;2016;547;0
